"bund_nr","status","pk_dist","pk_azi"
70150,1,-9,-9
100009,1,-9,-9
140234,1,-9,-9
140102,1,-9,-9
140005,1,-9,-9
50067,1,-9,-9
130051,1,-9,-9
130010,1,-9,-9
70126,1,-9,-9
60122,1,-9,-9
130043,1,-9,-9
70042,1,-9,-9
80218,1,-9,-9
70127,1,-9,-9
130038,-1,-9,-9
50040,1,-9,-9
100065,1,-9,-9
130033,1,-9,-9
50037,1,-9,-9
80168,1,-9,-9
70158,1,-9,-9
120059,1,-9,-9
100074,-1,-9,-9
50059,1,-9,-9
50033,1,-9,-9
70050,1,-9,-9
50133,1,-9,-9
80059,1,-9,-9
80228,1,-9,-9
10004,1,-9,-9
60026,1,-9,-9
80146,1,-9,-9
80278,1,-9,-9
160056,1,-9,-9
50045,1,-9,-9
150055,1,-9,-9
150050,1,-9,-9
80055,1,-9,-9
150509,1,-9,-9
60136,1,-9,-9
160046,1,-9,-9
60065,1,-9,-9
70096,1,-9,-9
60132,1,-9,-9
70105,1,-9,-9
160007,1,-9,-9
130014,1,-9,-9
120158,-1,-9,-9
120012,1,-9,-9
10021,1,-9,-9
100039,1,-9,-9
80128,1,-9,-9
30522,1,-9,-9
150016,1,-9,-9
80091,1,-9,-9
10034,1,-9,-9
60115,1,-9,-9
120030,1,-9,-9
30182,1,-9,-9
150075,1,-9,-9
30192,1,-9,-9
140002,1,-9,-9
60024,1,-9,-9
80123,1,-9,-9
130031,-1,-9,-9
50106,1,-9,-9
80254,1,-9,-9
120120,1,-9,-9
30006,1,-9,-9
30610,1,-9,-9
120143,1,-9,-9
50074,1,-9,-9
100104,-1,-9,-9
160048,1,-9,-9
50114,1,-9,-9
50112,1,-9,-9
120075,-1,-9,-9
120134,1,-9,-9
80082,1,-9,-9
30643,1,-9,-9
70052,1,-9,-9
30125,1,-9,-9
50118,1,-9,-9
150062,1,-9,-9
160062,1,-9,-9
140014,1,-9,-9
160015,1,-9,-9
70090,1,-9,-9
30641,1,-9,-9
100105,-1,-9,-9
120092,1,-9,-9
70102,1,-9,-9
10040,1,-9,-9
70109,1,-9,-9
80093,1,-9,-9
10030,1,-9,-9
80041,1,-9,-9
130087,-1,-9,-9
50051,1,-9,-9
120111,1,-9,-9
80308,1,-9,-9
30515,1,-9,-9
60100,1,-9,-9
50005,1,-9,-9
100034,-1,-9,-9
120129,1,-9,-9
80130,1,-9,-9
80057,1,-9,-9
140252,1,-9,-9
60014,1,-9,-9
70141,1,-9,-9
80038,1,-9,-9
50092,1,-9,-9
120063,1,-9,-9
130079,1,-9,-9
80135,1,-9,-9
70113,1,-9,-9
10023,1,-9,-9
60006,1,-9,-9
70039,1,-9,-9
80004,1,-9,-9
80158,1,-9,-9
140050,1,-9,-9
140066,1,-9,-9
160057,1,-9,-9
70015,1,-9,-9
80175,1,-9,-9
160001,1,-9,-9
100054,-1,-9,-9
80068,1,-9,-9
100050,1,-9,-9
140047,1,-9,-9
30628,1,-9,-9
10043,1,-9,-9
30062,1,-9,-9
60101,1,-9,-9
80021,1,-9,-9
10039,1,-9,-9
30032,1,-9,-9
160023,1,-9,-9
160064,1,-9,-9
140013,1,-9,-9
130049,1,-9,-9
80002,1,-9,-9
120069,1,-9,-9
140316,1,-9,-9
80174,1,-9,-9
70021,1,-9,-9
100057,1,-9,-9
80264,1,-9,-9
70040,1,-9,-9
100122,-1,-9,-9
100079,-1,-9,-9
80223,1,-9,-9
150506,1,-9,-9
100068,1,-9,-9
100066,1,-9,-9
120090,-1,-9,-9
60113,1,-9,-9
70013,1,-9,-9
80085,1,-9,-9
30109,1,-9,-9
80075,1,-9,-9
120116,1,-9,-9
120094,1,-9,-9
160058,1,-9,-9
60124,1,-9,-9
30626,1,-9,-9
120072,-1,-9,-9
140025,1,-9,-9
150005,1,-9,-9
30080,1,-9,-9
50047,1,-9,-9
100017,-1,-9,-9
100006,-1,-9,-9
60028,1,-9,-9
140034,1,-9,-9
140015,1,-9,-9
70055,1,-9,-9
50052,1,-9,-9
80111,1,-9,-9
30028,1,-9,-9
140317,-1,-9,-9
50001,1,-9,-9
120155,1,-9,-9
30007,1,-9,-9
150029,1,-9,-9
60003,1,-9,-9
50111,1,-9,-9
80213,1,-9,-9
60049,1,-9,-9
70030,1,-9,-9
20004,-1,-9,-9
60087,1,-9,-9
130025,1,-9,-9
100064,1,-9,-9
80267,1,-9,-9
140006,1,-9,-9
120073,1,-9,-9
140065,2,-9,-9
50026,1,-9,-9
60030,1,-9,-9
30069,1,-9,-9
30132,1,-9,-9
100037,1,-9,-9
30512,1,-9,-9
120148,1,-9,-9
80053,1,-9,-9
80118,1,-9,-9
160093,1,-9,-9
80301,1,-9,-9
130042,1,-9,-9
120124,1,-9,-9
10025,1,-9,-9
50028,1,-9,-9
80163,1,-9,-9
70064,1,-9,-9
80117,1,-9,-9
120003,1,-9,-9
160094,1,-9,-9
50023,1,-9,-9
60119,1,-9,-9
150042,1,-9,-9
30159,1,-9,-9
30171,1,-9,-9
30630,1,-9,-9
70146,1,-9,-9
70063,1,-9,-9
80149,1,-9,-9
70112,1,-9,-9
60025,1,-9,-9
120011,1,-9,-9
60133,1,-9,-9
60011,1,-9,-9
70108,1,-9,-9
100070,1,-9,-9
30642,1,-9,-9
40005,1,-9,-9
160097,2,-9,-9
160085,1,-9,-9
150505,1,-9,-9
60046,1,-9,-9
130075,1,-9,-9
10041,1,-9,-9
80156,1,-9,-9
80134,1,-9,-9
80125,1,-9,-9
70034,1,-9,-9
30086,1,-9,-9
150006,1,-9,-9
30077,1,-9,-9
10016,1,-9,-9
80101,1,-9,-9
60043,1,-9,-9
60048,1,-9,-9
50132,1,-9,-9
150064,1,-9,-9
70035,1,-9,-9
150026,1,-9,-9
80297,1,-9,-9
80183,1,-9,-9
80199,1,-9,-9
70016,1,-9,-9
30088,1,-9,-9
30616,1,-9,-9
120065,1,-9,-9
70101,1,-9,-9
30161,1,-9,-9
50068,1,-9,-9
130088,1,-9,-9
120010,1,-9,-9
80189,1,-9,-9
50081,1,-9,-9
30026,1,-9,-9
70060,1,-9,-9
60034,1,-9,-9
160047,1,-9,-9
140032,1,-9,-9
80148,1,-9,-9
30099,1,-9,-9
30611,1,-9,-9
30158,1,-9,-9
30605,1,-9,-9
100080,1,-9,-9
70084,1,-9,-9
70072,1,-9,-9
30112,1,-9,-9
120009,1,-9,-9
50075,1,-9,-9
60092,1,-9,-9
30602,1,-9,-9
50007,1,-9,-9
120035,1,-9,-9
10018,1,-9,-9
60117,1,-9,-9
160014,1,-9,-9
100015,1,-9,-9
50002,1,-9,-9
120151,1,-9,-9
120119,1,-9,-9
140045,1,-9,-9
30514,1,-9,-9
30013,1,-9,-9
80177,1,-9,-9
80098,1,-9,-9
120136,1,-9,-9
80047,1,-9,-9
80138,1,-9,-9
120107,1,-9,-9
100107,-1,-9,-9
80122,1,-9,-9
70137,1,-9,-9
160019,1,-9,-9
70132,1,-9,-9
80178,1,-9,-9
70017,1,-9,-9
70056,1,-9,-9
100111,-1,-9,-9
30518,1,-9,-9
70008,1,-9,-9
100109,-1,-9,-9
160018,1,-9,-9
70073,1,-9,-9
120047,1,-9,-9
10002,1,-9,-9
70002,1,-9,-9
60081,1,-9,-9
120015,1,-9,-9
100044,1,-9,-9
50019,1,-9,-9
80194,1,-9,-9
120018,-1,-9,-9
80287,1,-9,-9
130057,1,-9,-9
100086,1,-9,-9
160096,1,-9,-9
50100,1,-9,-9
120117,-1,-9,-9
70045,1,-9,-9
120093,1,-9,-9
130080,1,-9,-9
50130,1,-9,-9
100120,-1,-9,-9
140067,1,-9,-9
160079,1,-9,-9
120132,1,-9,-9
70123,1,-9,-9
100116,-1,-9,-9
80073,1,-9,-9
140011,-2,-9,-9
50124,1,-9,-9
130058,1,-9,-9
140024,1,-9,-9
70079,1,-9,-9
